customer_id,gender,age,marital_status,education,occupation,annual_income,city,state,join_date
C01885,Male,51,Married,High School,Government,934619,Vadodara,Gujarat,11-10-2023
C01886,Female,46,Married,High School,Professional,2897957,Ahmedabad,Gujarat,27-12-2021
C01887,Female,22,Married,Bachelor,Business,1963997,Mysuru,Karnataka,06-08-2023
C01888,Female,59,Single,High School,Business,2811292,Ranchi,Jharkhand,05-11-2023
C01889,Female,27,Single,Bachelor,Professional,762584,Gaya,Bihar,04-09-2023
C01890,Female,44,Married,Bachelor,Government,2338817,Ranchi,Jharkhand,05-02-2022
C01891,Male,59,Married,Bachelor,Self-Employed,465657,Kolkata,West Bengal,05-01-2021
C01892,Male,52,Single,Bachelor,Salaried,2788207,Ahmedabad,Gujarat,11-05-2022
C01893,Male,46,Married,High School,Government,2662041,Pune,Maharashtra,18-04-2023
C01894,Female,43,Married,Bachelor,Government,327594,Coimbatore,Tamil Nadu,18-08-2021
C01895,Male,34,Single,Master,Salaried,285597,Patna,Bihar,01-11-2025
C01896,Male,49,Married,Bachelor,Self-Employed,2432408,Nagpur,Maharashtra,24-03-2022
C01897,Male,45,Married,MBA,Salaried,1060632,Gaya,Bihar,21-02-2025
C01898,Female,51,Married,High School,Professional,1938793,Guwahati,Assam,22-01-2021
C01899,Male,22,Single,Bachelor,Salaried,1170799,Patna,Bihar,13-05-2025
C01900,Male,22,Single,Bachelor,Salaried,1635832,Mangaluru,Karnataka,20-12-2025
C01901,Female,43,Single,High School,Government,1973682,Mysuru,Karnataka,19-10-2021
C01902,Female,31,Single,MBA,Government,1281321,Lucknow,Uttar Pradesh,04-01-2024
C01903,Male,49,Married,Bachelor,Business,903992,New Delhi,Delhi,04-09-2023
C01904,Female,62,Single,Bachelor,Salaried,2732281,Thiruvananthapuram,Kerala,20-11-2020
C01905,Male,55,Divorced,Bachelor,Professional,1900242,Surat,Gujarat,23-08-2024
C01906,Female,29,Married,MBA,Business,300973,Faridabad,Haryana,07-04-2025
C01907,Male,52,Married,Master,Salaried,2650540,Vadodara,Gujarat,24-11-2022
C01908,Male,50,Divorced,Bachelor,Government,578275,Chennai,Tamil Nadu,10-11-2020
C01909,Female,35,Single,MBA,Professional,785363,Bhubaneswar,Odisha,26-04-2024
C01910,Female,34,Single,MBA,Self-Employed,2196125,Coimbatore,Tamil Nadu,30-09-2021
C01911,Female,37,Married,High School,Business,1984835,Kochi,Kerala,19-10-2024
C01912,Female,42,Single,High School,Government,1701046,Hyderabad,Telangana,22-12-2020
C01913,Male,50,Divorced,High School,Self-Employed,1998244,Kochi,Kerala,23-10-2020
C01914,Female,37,Divorced,Bachelor,Salaried,2014166,Patna,Bihar,11-02-2025
C01915,Male,36,Divorced,Bachelor,Professional,912015,Ranchi,Jharkhand,30-12-2022
C01916,Male,28,Divorced,Master,Government,277653,New Delhi,Delhi,08-04-2021
C01917,Male,59,Married,Bachelor,Government,296262,Bhopal,Madhya Pradesh,22-06-2020
C01918,Female,51,Married,Master,Professional,1207156,Ahmedabad,Gujarat,05-09-2023
C01919,Male,32,Single,Bachelor,Government,2901128,Jodhpur,Rajasthan,17-08-2024
C01920,Male,53,Married,Master,Government,1378920,Surat,Gujarat,01-08-2020
C01921,Female,32,Single,Bachelor,Salaried,492129,Siliguri,West Bengal,24-06-2024
C01922,Male,45,Married,MBA,Business,1550385,Vadodara,Gujarat,07-12-2021
C01923,Male,58,Divorced,Master,Self-Employed,2981096,Indore,Madhya Pradesh,07-01-2020
C01924,Male,38,Single,Bachelor,Professional,2891429,Ranchi,Jharkhand,19-12-2024
C01925,Female,39,Single,Bachelor,Self-Employed,1422791,Bhubaneswar,Odisha,23-06-2025
C01926,Male,23,Married,MBA,Professional,1240327,Noida,Uttar Pradesh,06-06-2021
C01927,Male,55,Married,Bachelor,Professional,2343514,Lucknow,Uttar Pradesh,03-12-2024
C01928,Male,25,Married,Master,Government,2594858,Mangaluru,Karnataka,13-04-2022
C01929,Female,55,Married,Bachelor,Salaried,2869481,Lucknow,Uttar Pradesh,27-05-2022
C01930,Female,47,Married,Master,Professional,2296067,Patna,Bihar,11-07-2021
C01931,Female,57,Single,MBA,Self-Employed,1055538,Amritsar,Punjab,21-11-2020
C01932,Male,41,Married,Bachelor,Business,1837599,Guwahati,Assam,24-11-2024
C01933,Male,36,Married,Bachelor,Self-Employed,964227,Guwahati,Assam,10-05-2022
C01934,Male,48,Single,Bachelor,Salaried,380663,Nagpur,Maharashtra,15-03-2022
C01935,Male,45,Married,High School,Business,2463646,Coimbatore,Tamil Nadu,03-06-2020
C01936,Male,53,Married,Master,Government,1112407,Coimbatore,Tamil Nadu,21-12-2024
C01937,Female,37,Divorced,High School,Self-Employed,2601895,Ludhiana,Punjab,06-07-2020
C01938,Male,63,Married,Bachelor,Self-Employed,2382559,Gurugram,Haryana,26-08-2025
C01939,Male,50,Divorced,Bachelor,Professional,537706,Raipur,Chhattisgarh,18-06-2025
C01940,Female,61,Single,Bachelor,Professional,2132874,Jodhpur,Rajasthan,06-10-2023
C01941,Female,24,Divorced,Master,Business,296299,Amritsar,Punjab,12-07-2024
C01942,Male,22,Single,Bachelor,Government,876475,Coimbatore,Tamil Nadu,07-09-2025
C01943,Female,29,Married,Master,Professional,1548061,New Delhi,Delhi,14-06-2022
C01944,Female,51,Single,Bachelor,Self-Employed,667864,Amritsar,Punjab,23-06-2022
C01945,Female,45,Married,Bachelor,Business,730109,Ranchi,Jharkhand,20-05-2020
C01946,Male,57,Single,Bachelor,Professional,1645404,Jaipur,Rajasthan,04-11-2024
C01947,Female,56,Single,Bachelor,Professional,2226754,Mangaluru,Karnataka,18-12-2025
C01948,Male,25,Married,Bachelor,Salaried,876581,Ludhiana,Punjab,28-01-2021
C01949,Female,44,Single,High School,Business,1605485,Gaya,Bihar,02-04-2023
C01950,Male,44,Single,Bachelor,Business,673583,Amritsar,Punjab,30-03-2025
C01951,Male,49,Married,Bachelor,Government,1474818,Udaipur,Rajasthan,14-09-2022
C01952,Male,65,Single,Bachelor,Professional,714150,Jaipur,Rajasthan,15-09-2023
C01953,Female,51,Single,Master,Business,550251,Surat,Gujarat,20-09-2022
C01954,Female,57,Single,Master,Government,2765970,New Delhi,Delhi,28-02-2022
C01955,Female,39,Single,Bachelor,Professional,2580427,Cuttack,Odisha,02-06-2023
C01956,Male,43,Married,Bachelor,Self-Employed,278986,Kolkata,West Bengal,01-12-2020
C01957,Female,55,Married,Bachelor,Salaried,2618918,Amritsar,Punjab,04-05-2021
C01958,Female,26,Married,Master,Government,2324144,Jodhpur,Rajasthan,22-02-2021
C01959,Male,26,Single,Master,Salaried,1403717,Pune,Maharashtra,03-09-2021
C01960,Female,57,Married,High School,Self-Employed,1444534,Kochi,Kerala,20-11-2023
C01961,Male,50,Married,Bachelor,Business,2633000,Ranchi,Jharkhand,02-11-2022
C01962,Female,21,Married,PhD,Professional,1460430,Thiruvananthapuram,Kerala,08-01-2020
C01963,Male,28,Single,Bachelor,Business,2010758,Ranchi,Jharkhand,11-02-2022
C01964,Male,48,Single,Bachelor,Salaried,755530,Jaipur,Rajasthan,25-02-2023
C01965,Female,45,Single,Bachelor,Business,1653440,Thiruvananthapuram,Kerala,14-11-2021
C01966,Male,53,Single,Bachelor,Business,2118509,Madurai,Tamil Nadu,29-03-2022
C01967,Female,58,Single,Bachelor,Government,666443,Raipur,Chhattisgarh,03-10-2022
C01968,Female,34,Married,Bachelor,Government,1479564,Bengaluru,Karnataka,29-07-2022
C01969,Female,31,Married,Master,Self-Employed,2165756,Raipur,Chhattisgarh,27-06-2021
C01970,Female,22,Divorced,High School,Government,2570873,Bhopal,Madhya Pradesh,14-06-2025
C01971,Male,50,Married,MBA,Government,767029,Madurai,Tamil Nadu,27-09-2025
C01972,Male,50,Married,Bachelor,Government,1262294,Vadodara,Gujarat,17-02-2022
C01973,Male,24,Married,Bachelor,Government,933866,Guwahati,Assam,25-05-2024
C01974,Female,33,Single,Bachelor,Self-Employed,1119452,Ranchi,Jharkhand,16-10-2025
C01975,Female,27,Married,Bachelor,Government,2143084,Gurugram,Haryana,16-06-2020
C01976,Male,58,Married,MBA,Government,724966,Mangaluru,Karnataka,13-03-2025
C01977,Male,23,Married,High School,Salaried,2659241,Lucknow,Uttar Pradesh,21-11-2025
C01978,Female,29,Married,MBA,Government,801817,New Delhi,Delhi,26-12-2021
C01979,Female,34,Single,Bachelor,Self-Employed,1437930,Siliguri,West Bengal,18-11-2025
C01980,Female,31,Single,Master,Self-Employed,1325587,Siliguri,West Bengal,01-12-2025
C01981,Male,57,Married,High School,Business,908718,Thiruvananthapuram,Kerala,09-01-2024
C01982,Female,34,Married,Master,Government,2613152,Raipur,Chhattisgarh,25-06-2021
C01983,Male,39,Single,High School,Professional,968727,Noida,Uttar Pradesh,13-02-2023
C01984,Female,28,Married,PhD,Business,473012,Raipur,Chhattisgarh,03-12-2023
C01985,Male,27,Single,Master,Self-Employed,1955852,Kanpur,Uttar Pradesh,27-03-2024
C01986,Female,27,Married,Bachelor,Business,625699,Noida,Uttar Pradesh,21-09-2020
C01987,Male,23,Single,MBA,Professional,2953406,Mumbai,Maharashtra,05-11-2023
C01988,Male,23,Married,Bachelor,Salaried,1978502,Surat,Gujarat,29-09-2020
C01989,Male,38,Married,PhD,Professional,2049113,Guwahati,Assam,03-10-2022
C01990,Female,65,Divorced,Master,Business,383426,Mumbai,Maharashtra,03-01-2021
C01991,Male,53,Divorced,High School,Government,1660105,Kolkata,West Bengal,06-07-2025
C01992,Male,57,Married,Bachelor,Salaried,630971,Ranchi,Jharkhand,11-01-2021
C01993,Female,48,Married,Master,Professional,477681,Faridabad,Haryana,19-12-2022
C01994,Male,56,Married,Master,Government,1146230,Bhopal,Madhya Pradesh,10-02-2022
C01995,Male,36,Single,Bachelor,Professional,2993278,Ahmedabad,Gujarat,28-02-2021
C01996,Female,35,Single,Bachelor,Self-Employed,1606811,Gurugram,Haryana,30-06-2025
C01997,Male,49,Single,Bachelor,Government,2198364,Gurugram,Haryana,06-03-2023
C01998,Female,38,Married,MBA,Self-Employed,2709189,Raipur,Chhattisgarh,12-06-2023
C01999,Male,39,Married,Bachelor,Salaried,2436785,Cuttack,Odisha,03-03-2024
C02000,Female,49,Single,PhD,Salaried,2029101,Raipur,Chhattisgarh,02-07-2023
C02001,Male,26,Married,Bachelor,Salaried,2971269,Kochi,Kerala,26-01-2025
C02002,Male,65,Married,Bachelor,Salaried,2834805,Udaipur,Rajasthan,04-10-2023
C02003,Male,47,Married,High School,Self-Employed,852467,Warangal,Telangana,07-01-2022
C02004,Female,27,Married,MBA,Self-Employed,1124919,Nagpur,Maharashtra,26-01-2023
C02005,Male,47,Single,High School,Business,2581123,Jaipur,Rajasthan,24-07-2023
C02006,Male,39,Single,Bachelor,Business,1781157,Faridabad,Haryana,25-01-2020
C02007,Female,37,Married,Master,Self-Employed,1820564,Kochi,Kerala,16-05-2024
C02008,Female,61,Single,Master,Salaried,2057839,Faridabad,Haryana,07-06-2024
C02009,Female,31,Married,Master,Business,540835,Bhopal,Madhya Pradesh,31-07-2021
C02010,Male,25,Married,MBA,Government,2454391,Nagpur,Maharashtra,20-11-2024
C02011,Male,22,Divorced,MBA,Self-Employed,1944256,Thiruvananthapuram,Kerala,12-07-2023
C02012,Male,32,Married,Master,Government,1605187,Bengaluru,Karnataka,09-10-2021
C02013,Female,62,Married,Bachelor,Salaried,730705,Raipur,Chhattisgarh,13-12-2025
C02014,Female,62,Single,Bachelor,Self-Employed,2811682,Jodhpur,Rajasthan,03-07-2021
C02015,Male,31,Divorced,High School,Business,1515379,Faridabad,Haryana,10-03-2024
C02016,Male,30,Married,Master,Business,2036118,Gaya,Bihar,12-07-2021
C02017,Female,48,Single,Bachelor,Government,1640520,Coimbatore,Tamil Nadu,27-10-2025
C02018,Female,27,Married,Master,Self-Employed,1368543,Bhopal,Madhya Pradesh,15-07-2025
C02019,Female,34,Married,Bachelor,Salaried,658426,Cuttack,Odisha,23-06-2021
C02020,Male,33,Single,PhD,Professional,2047781,Amritsar,Punjab,23-04-2021
C02021,Female,25,Married,Bachelor,Professional,2629481,Indore,Madhya Pradesh,02-11-2024
C02022,Female,62,Married,Master,Salaried,985435,Jaipur,Rajasthan,22-04-2020
C02023,Female,28,Married,Bachelor,Business,398439,Jodhpur,Rajasthan,10-09-2024
C02024,Female,21,Married,MBA,Professional,323207,Faridabad,Haryana,01-01-2023
C02025,Male,25,Married,Bachelor,Salaried,333479,Kolkata,West Bengal,01-03-2020
C02026,Female,31,Married,High School,Government,1792798,New Delhi,Delhi,28-05-2021
C02027,Male,63,Married,Bachelor,Business,1833319,Cuttack,Odisha,27-02-2020
C02028,Male,30,Married,Bachelor,Salaried,2188998,Guwahati,Assam,30-09-2021
C02029,Female,35,Single,Bachelor,Government,2698737,Raipur,Chhattisgarh,22-10-2024
C02030,Female,59,Single,PhD,Self-Employed,1172001,Gurugram,Haryana,14-04-2024
C02031,Male,49,Divorced,High School,Professional,1813108,Faridabad,Haryana,27-11-2025
C02032,Female,45,Married,Bachelor,Professional,2732565,Noida,Uttar Pradesh,24-12-2020
C02033,Male,26,Single,Bachelor,Professional,2089276,Surat,Gujarat,28-03-2025
C02034,Female,31,Married,High School,Salaried,1543080,Cuttack,Odisha,02-02-2022
C02035,Male,37,Divorced,PhD,Self-Employed,1429894,Ranchi,Jharkhand,03-09-2023
C02036,Male,35,Single,Bachelor,Salaried,1785415,Bengaluru,Karnataka,01-05-2023
C02037,Male,36,Married,MBA,Salaried,1345999,Raipur,Chhattisgarh,12-06-2021
C02038,Female,22,Single,Master,Self-Employed,2977296,Madurai,Tamil Nadu,28-10-2021
C02039,Male,56,Married,Master,Government,1326859,Madurai,Tamil Nadu,04-12-2025
C02040,Male,39,Divorced,Bachelor,Business,2966332,Gaya,Bihar,13-04-2025
C02041,Female,58,Married,MBA,Professional,2558329,Lucknow,Uttar Pradesh,22-06-2025
C02042,Female,41,Married,Bachelor,Self-Employed,900604,Lucknow,Uttar Pradesh,05-04-2025
C02043,Male,31,Married,Bachelor,Government,1801897,Ranchi,Jharkhand,17-10-2020
C02044,Male,61,Married,Bachelor,Self-Employed,1654500,Kolkata,West Bengal,03-10-2025
C02045,Female,23,Single,Bachelor,Business,2589377,Chennai,Tamil Nadu,09-10-2024
C02046,Male,54,Single,PhD,Self-Employed,1485555,Hyderabad,Telangana,09-02-2025
C02047,Female,38,Divorced,Bachelor,Self-Employed,1452716,Gurugram,Haryana,26-06-2025
C02048,Female,35,Single,Master,Government,1756438,Surat,Gujarat,08-11-2022
C02049,Female,45,Married,Bachelor,Professional,1737942,Kochi,Kerala,17-12-2023
C02050,Male,35,Married,PhD,Professional,1562638,Guwahati,Assam,03-02-2024
C02051,Female,50,Divorced,High School,Government,772884,Vadodara,Gujarat,19-09-2024
C02052,Male,37,Married,MBA,Government,2830596,Bhopal,Madhya Pradesh,19-08-2025
C02053,Male,38,Married,MBA,Salaried,1645197,Siliguri,West Bengal,19-01-2024
C02054,Female,51,Married,High School,Salaried,2246295,Cuttack,Odisha,15-03-2021
C02055,Female,63,Married,Master,Business,734551,Raipur,Chhattisgarh,27-10-2022
C02056,Female,38,Married,Master,Salaried,895674,Gurugram,Haryana,30-03-2020
C02057,Female,55,Divorced,Bachelor,Salaried,2511980,Ranchi,Jharkhand,16-06-2020
C02058,Male,33,Married,High School,Self-Employed,673603,Lucknow,Uttar Pradesh,06-05-2024
C02059,Male,34,Married,Master,Self-Employed,1535888,Gurugram,Haryana,11-10-2023
C02060,Female,56,Married,Bachelor,Government,2976437,Gaya,Bihar,27-12-2025
C02061,Male,38,Married,Bachelor,Professional,1880171,Ranchi,Jharkhand,01-01-2022
C02062,Female,25,Single,High School,Business,2505622,Hyderabad,Telangana,12-08-2023
C02063,Male,34,Single,Master,Salaried,1968608,Gaya,Bihar,29-09-2024
C02064,Male,45,Divorced,High School,Self-Employed,1099325,Raipur,Chhattisgarh,04-03-2020
C02065,Male,64,Married,Master,Professional,2754983,Bengaluru,Karnataka,21-01-2023
C02066,Female,59,Married,Master,Salaried,702546,Ludhiana,Punjab,20-04-2022
C02067,Male,32,Single,Bachelor,Professional,1373627,Raipur,Chhattisgarh,25-02-2024
C02068,Male,60,Married,Bachelor,Self-Employed,2112623,Hyderabad,Telangana,09-01-2025
C02069,Male,48,Married,Master,Government,1443973,Noida,Uttar Pradesh,21-12-2022
C02070,Male,55,Married,PhD,Salaried,1958150,Bhubaneswar,Odisha,28-12-2023
C02071,Female,21,Single,Bachelor,Salaried,2514140,Ranchi,Jharkhand,18-01-2025
C02072,Male,23,Single,PhD,Business,2162722,Thiruvananthapuram,Kerala,14-10-2023
C02073,Female,63,Divorced,Bachelor,Salaried,404746,Gurugram,Haryana,02-10-2025
C02074,Female,27,Married,Bachelor,Self-Employed,1888234,Patna,Bihar,24-10-2020
C02075,Male,29,Married,High School,Professional,2398314,Gurugram,Haryana,29-11-2021
C02076,Male,56,Married,Bachelor,Professional,1388013,Gaya,Bihar,11-07-2023
C02077,Female,43,Married,Bachelor,Government,272856,Amritsar,Punjab,30-11-2020
C02078,Female,44,Married,Master,Government,2035958,Hyderabad,Telangana,23-12-2020
C02079,Female,30,Married,PhD,Self-Employed,1786870,Indore,Madhya Pradesh,04-09-2020
C02080,Male,32,Married,PhD,Professional,533988,Bhopal,Madhya Pradesh,18-06-2022
C02081,Male,39,Single,Bachelor,Government,2121461,Kochi,Kerala,28-11-2020
C02082,Female,52,Married,Bachelor,Government,1001494,Ranchi,Jharkhand,17-03-2022
C02083,Female,44,Married,Bachelor,Business,2630844,Ahmedabad,Gujarat,11-11-2025
C02084,Female,42,Married,Bachelor,Business,2173416,Cuttack,Odisha,19-01-2020
C02085,Male,23,Married,Bachelor,Self-Employed,444969,Ranchi,Jharkhand,13-10-2025
C02086,Male,60,Married,Bachelor,Self-Employed,320483,Bhubaneswar,Odisha,17-12-2020
C02087,Female,47,Married,MBA,Self-Employed,1552995,Warangal,Telangana,12-05-2023
C02088,Male,39,Married,Bachelor,Self-Employed,280225,Kochi,Kerala,24-10-2025
C02089,Female,29,Single,MBA,Professional,2797758,Bhopal,Madhya Pradesh,24-12-2021
C02090,Male,33,Married,PhD,Salaried,2326672,Jaipur,Rajasthan,28-08-2022
C02091,Female,22,Single,Bachelor,Self-Employed,786736,Nagpur,Maharashtra,22-04-2020
C02092,Male,56,Divorced,Master,Business,640438,Bengaluru,Karnataka,25-06-2021
C02093,Male,49,Single,High School,Salaried,1827583,Amritsar,Punjab,25-07-2025
C02094,Male,31,Married,Bachelor,Salaried,2858883,Warangal,Telangana,06-12-2023
C02095,Male,54,Married,Bachelor,Professional,300445,Cuttack,Odisha,08-09-2024
C02096,Male,24,Single,Bachelor,Government,723563,Jodhpur,Rajasthan,27-08-2021
C02097,Male,24,Married,Bachelor,Salaried,1633164,Cuttack,Odisha,26-11-2025
C02098,Male,21,Divorced,Bachelor,Professional,2095163,Gurugram,Haryana,31-10-2020
C02099,Female,45,Single,Master,Professional,2856372,Kolkata,West Bengal,05-06-2020
C02100,Female,46,Single,MBA,Professional,1312475,Guwahati,Assam,22-07-2024
C02101,Female,31,Married,Master,Self-Employed,610946,Faridabad,Haryana,03-08-2023
C02102,Male,43,Single,Master,Government,2012980,Pune,Maharashtra,01-10-2024
C02103,Male,22,Divorced,High School,Self-Employed,2101878,Hyderabad,Telangana,21-12-2025
C02104,Male,39,Married,Bachelor,Business,2092587,Udaipur,Rajasthan,16-10-2021
C02105,Female,49,Married,Bachelor,Government,1548810,Mysuru,Karnataka,31-05-2025
C02106,Female,60,Single,Bachelor,Self-Employed,1586070,Pune,Maharashtra,19-01-2023
C02107,Female,24,Single,High School,Government,1894140,Madurai,Tamil Nadu,27-03-2020
C02108,Female,36,Single,Master,Business,2348040,Faridabad,Haryana,22-07-2023
C02109,Female,57,Married,Bachelor,Self-Employed,2302787,Mysuru,Karnataka,23-07-2021
C02110,Female,47,Married,Bachelor,Government,2706063,Kolkata,West Bengal,11-12-2021
C02111,Male,25,Single,Bachelor,Business,1900320,Vadodara,Gujarat,14-04-2025
C02112,Female,35,Married,Master,Professional,2703181,Indore,Madhya Pradesh,26-06-2020
C02113,Male,43,Married,Master,Government,1813812,Kolkata,West Bengal,29-11-2023
C02114,Female,23,Single,Bachelor,Business,1843357,Gaya,Bihar,02-09-2024
C02115,Female,38,Single,High School,Professional,1735043,Ludhiana,Punjab,23-09-2025
C02116,Male,63,Single,High School,Business,1261122,Ahmedabad,Gujarat,04-05-2025
C02117,Male,46,Single,Bachelor,Salaried,2672582,Noida,Uttar Pradesh,15-04-2023
C02118,Male,26,Married,Master,Business,2027208,Guwahati,Assam,17-01-2021
C02119,Female,64,Married,Master,Self-Employed,1256595,Kochi,Kerala,08-12-2021
C02120,Female,37,Divorced,Master,Self-Employed,2406757,Kanpur,Uttar Pradesh,28-05-2020
C02121,Male,58,Married,Bachelor,Self-Employed,2734272,Coimbatore,Tamil Nadu,18-01-2020
C02122,Female,62,Single,Master,Self-Employed,1132210,Siliguri,West Bengal,21-11-2022
C02123,Male,47,Single,Bachelor,Salaried,799741,Warangal,Telangana,01-05-2020
C02124,Female,40,Divorced,High School,Salaried,2220847,Raipur,Chhattisgarh,19-11-2023
C02125,Female,26,Married,High School,Salaried,1676277,Gaya,Bihar,04-01-2022
C02126,Female,55,Single,Master,Professional,818696,Gaya,Bihar,15-12-2020
C02127,Male,32,Single,Master,Government,1003118,Ahmedabad,Gujarat,16-12-2023
C02128,Female,23,Married,Bachelor,Self-Employed,370073,Indore,Madhya Pradesh,30-04-2024
C02129,Male,24,Married,Master,Government,1848064,Guwahati,Assam,13-12-2025
C02130,Male,65,Married,High School,Self-Employed,1845581,New Delhi,Delhi,15-11-2022
C02131,Male,24,Single,Master,Self-Employed,2656401,Jodhpur,Rajasthan,01-08-2024
C02132,Male,24,Single,PhD,Self-Employed,919246,Madurai,Tamil Nadu,06-02-2020
C02133,Male,59,Married,Bachelor,Salaried,593514,Cuttack,Odisha,13-03-2021
C02134,Male,41,Single,High School,Professional,2753115,Chennai,Tamil Nadu,23-06-2020
C02135,Male,64,Married,Bachelor,Self-Employed,2429703,Siliguri,West Bengal,15-02-2024
C02136,Male,22,Married,Master,Self-Employed,363423,Bengaluru,Karnataka,23-04-2020
C02137,Male,36,Single,High School,Self-Employed,2199826,Jodhpur,Rajasthan,02-06-2020
C02138,Female,27,Married,Bachelor,Business,2421409,New Delhi,Delhi,23-02-2021
C02139,Male,39,Single,High School,Self-Employed,329078,Gurugram,Haryana,01-06-2025
C02140,Female,63,Married,Bachelor,Salaried,2979769,Amritsar,Punjab,12-06-2024
C02141,Male,53,Married,Master,Salaried,633391,Kolkata,West Bengal,26-03-2020
C02142,Female,29,Single,Master,Government,2381067,New Delhi,Delhi,08-05-2023
C02143,Female,57,Married,Master,Salaried,1098048,Patna,Bihar,02-02-2023
C02144,Female,37,Married,High School,Government,1056402,Coimbatore,Tamil Nadu,23-03-2025
C02145,Female,47,Single,Master,Professional,1742039,Kochi,Kerala,22-07-2020
C02146,Female,53,Single,Bachelor,Business,2657795,Raipur,Chhattisgarh,04-07-2021
C02147,Female,32,Single,Bachelor,Salaried,1857804,Ludhiana,Punjab,26-09-2025
C02148,Male,65,Married,Bachelor,Self-Employed,330056,Chennai,Tamil Nadu,09-10-2021
C02149,Male,31,Single,MBA,Professional,1233123,Patna,Bihar,16-01-2025
C02150,Male,33,Married,Master,Self-Employed,2284603,Mangaluru,Karnataka,18-06-2023
C02151,Male,51,Divorced,Bachelor,Government,2949928,Jodhpur,Rajasthan,16-05-2023
C02152,Male,33,Married,Master,Government,1411925,Guwahati,Assam,28-04-2021
C02153,Male,58,Single,Master,Business,1502059,Madurai,Tamil Nadu,22-12-2021
C02154,Female,46,Single,High School,Professional,713831,Surat,Gujarat,27-12-2022
C02155,Male,51,Single,Bachelor,Government,1594393,Ranchi,Jharkhand,30-12-2022
C02156,Female,42,Single,High School,Self-Employed,2812697,Raipur,Chhattisgarh,26-01-2023
C02157,Female,26,Married,Bachelor,Salaried,793904,Patna,Bihar,10-07-2025
C02158,Female,40,Single,Master,Salaried,761048,Thiruvananthapuram,Kerala,24-08-2021
C02159,Female,41,Married,MBA,Professional,2869281,Hyderabad,Telangana,20-11-2023
C02160,Female,30,Single,Bachelor,Professional,1247058,New Delhi,Delhi,18-11-2022
C02161,Female,39,Single,High School,Government,603376,Madurai,Tamil Nadu,18-03-2024
C02162,Male,55,Single,Bachelor,Salaried,472793,Guwahati,Assam,06-06-2021
C02163,Female,46,Single,Bachelor,Business,1995434,Kochi,Kerala,21-10-2025
C02164,Female,27,Single,Master,Business,1796301,Madurai,Tamil Nadu,27-04-2020
C02165,Male,57,Married,Bachelor,Business,1487393,Raipur,Chhattisgarh,25-04-2023
C02166,Male,28,Married,Bachelor,Business,655766,Nagpur,Maharashtra,12-09-2020
C02167,Male,25,Single,Bachelor,Government,2249046,Ranchi,Jharkhand,20-10-2025
C02168,Male,64,Married,Master,Self-Employed,1223577,Raipur,Chhattisgarh,31-07-2020
C02169,Male,56,Single,Bachelor,Business,1799819,Cuttack,Odisha,12-03-2020
C02170,Male,48,Single,High School,Government,1384618,Bhopal,Madhya Pradesh,07-01-2025
C02171,Male,23,Married,Bachelor,Business,533628,Kochi,Kerala,09-07-2023
C02172,Female,59,Divorced,Bachelor,Business,2200667,Mumbai,Maharashtra,24-07-2023
C02173,Male,28,Married,Master,Self-Employed,353618,Raipur,Chhattisgarh,29-01-2022
C02174,Female,35,Single,High School,Business,2349522,New Delhi,Delhi,23-03-2025
C02175,Male,47,Divorced,PhD,Government,1617961,Madurai,Tamil Nadu,15-01-2023
C02176,Male,56,Married,Bachelor,Government,2389745,Guwahati,Assam,28-07-2020
C02177,Female,36,Married,Bachelor,Salaried,451929,Cuttack,Odisha,11-06-2022
C02178,Male,46,Divorced,Bachelor,Professional,1879634,Cuttack,Odisha,27-05-2023
C02179,Male,65,Married,MBA,Business,1815431,New Delhi,Delhi,24-07-2024
C02180,Male,64,Married,Master,Business,1103339,Bhubaneswar,Odisha,01-06-2025
C02181,Male,24,Married,High School,Government,709591,Gaya,Bihar,08-12-2024
C02182,Male,32,Married,Bachelor,Business,1763619,Indore,Madhya Pradesh,08-11-2022
C02183,Male,37,Married,Bachelor,Government,1656845,Amritsar,Punjab,04-11-2023
C02184,Male,61,Single,Master,Salaried,2560056,Kanpur,Uttar Pradesh,13-11-2023
C02185,Female,64,Divorced,Bachelor,Business,2624346,Guwahati,Assam,22-04-2025
C02186,Male,46,Married,Bachelor,Salaried,2764553,Jodhpur,Rajasthan,20-01-2023
C02187,Female,51,Married,Master,Salaried,1147259,Kolkata,West Bengal,16-09-2024
C02188,Female,35,Married,Bachelor,Professional,2892830,Ranchi,Jharkhand,24-02-2021
C02189,Female,54,Married,PhD,Government,1911691,Bengaluru,Karnataka,20-03-2020
C02190,Female,49,Married,MBA,Salaried,1743243,Kochi,Kerala,23-03-2025
C02191,Female,29,Married,Master,Government,2363376,Bhopal,Madhya Pradesh,13-03-2021
C02192,Female,34,Married,MBA,Professional,696378,Raipur,Chhattisgarh,21-08-2020
C02193,Female,56,Single,Bachelor,Government,2644360,Kochi,Kerala,05-11-2020
C02194,Male,24,Married,Bachelor,Professional,436740,New Delhi,Delhi,15-08-2025
C02195,Male,58,Married,Bachelor,Business,1285368,Raipur,Chhattisgarh,12-03-2022
C02196,Male,57,Single,MBA,Professional,1244548,Thiruvananthapuram,Kerala,08-03-2020
C02197,Female,44,Single,Bachelor,Professional,1508720,Kolkata,West Bengal,18-04-2025
C02198,Male,37,Single,Bachelor,Professional,2348016,Bengaluru,Karnataka,08-06-2021
